,epoch_accuracies,epoch_accuracies_real,epoch_accuracies_fake,epoch_auc_scores,epoch_f1_scores,mean_real,mean_fake,loss_d,loss_rf_real,loss_rf_fake_d,loss_jigsaw_real,loss_g,loss_rf_fake_g,loss_jigsaw_fake
0,0.9904623769338958,0.9809247538677919,1.0,0.9999835179324894,0.9889256693565279,0.9543637,0.003583056,3.325686081552304,0.06112173794440135,0.050666714529012585,3.2138976346591352,9.50084614552526,9.50084614552526,3.256219450431534
1,0.9932753164556962,0.9881329113924051,0.9984177215189873,0.9996209124472574,0.9928458134246447,0.9800431,0.0039738626,2.9725328739182357,0.036545530296583216,0.026441375913191605,2.9095459668445183,9.898428814320624,9.898428814320624,2.9989113918336634
2,0.98707805907173,0.9781118143459916,0.9960443037974683,0.999159414556962,0.9848698699515228,0.96795624,0.010018417,2.974570789417637,0.0633551373907683,0.045736010901221674,2.865479642328834,9.535057936036637,9.535057936036637,3.1005603613229744
3,0.9906381856540084,0.9844409282700421,0.9968354430379747,0.9988462552742616,0.989958180865037,0.97546744,0.009229921,2.9106751051633166,0.0481272150962752,0.03806283645726657,2.8244850585229284,9.886982650193485,9.886982650193485,3.013794598197132
4,0.9853639240506329,0.9744198312236287,0.9963080168776371,0.9995714662447257,0.9841261301477294,0.9647025,0.009224648,2.917474537459104,0.06304515846521959,0.05251054596616237,2.8019188335676235,9.433012209864104,9.433012209864104,2.91671202655583
5,0.9839135021097046,0.9752109704641351,0.9926160337552743,0.9990440400843882,0.9823319856299216,0.9637735,0.014804679,2.9188074854355825,0.07337219461159704,0.05613602649593576,2.789299265744817,9.437161241402606,9.437161241402606,2.95126949080938
6,0.9777162447257384,0.9654535864978903,0.9899789029535865,0.997626582278481,0.9753207777233441,0.9498717,0.02103746,2.9749528566996255,0.09439729822464032,0.08200516573192805,2.798550399546885,8.861860600201892,8.861860600201892,2.897228840534194
7,0.9832542194092827,0.9736286919831224,0.992879746835443,0.9990770042194093,0.9817946350196693,0.953264,0.01780087,2.934903239399069,0.07851589242364228,0.06277551226123121,2.793611836332812,7.904165571751977,7.904165571751977,2.853844221131208
8,0.9697609001406469,0.9571905766526021,0.982331223628692,0.9940994198312236,0.967888836076931,0.9351133,0.029168755,3.005972371322696,0.10832395062272998,0.1189352166201228,2.7787132112285757,8.110209411961117,8.110209411961117,2.811502774556478
9,0.9800896624472574,0.9649261603375527,0.995253164556962,0.9984342035864979,0.9769752195073697,0.9455491,0.017837709,2.95700264379445,0.09093374298774357,0.07566099974802429,2.7904078950358846,7.283734352276798,7.283734352276798,2.8247516306140756
