,train_loss,train_accuracy,train_iou,val_loss,val_accuracy,val_iou
0,0.8085642424614533,0.7426236,0.47449175,0.7765750276005786,0.769438,0.4903715
1,0.7625881621371144,0.78251344,0.5175056,0.7607779671316561,0.7840387,0.5408451
2,0.746000660178454,0.7995938,0.55096734,0.7565144365248473,0.7880624,0.5508878
3,0.734151519511057,0.8118822,0.5733785,0.7529195508231288,0.79183364,0.55978245
4,0.7224271890261899,0.82415074,0.5946358,0.7532002627849579,0.791487,0.56012535
5,0.7149299159646034,0.83190626,0.6090444,0.7501132967679397,0.7946137,0.56457007
6,0.7048764970639477,0.8424949,0.62712926,0.747450950353042,0.7973981,0.5701981
7,0.6964438891281253,0.85131925,0.64279425,0.7481396535168523,0.7968176,0.5573861
8,0.6902946444309276,0.8576962,0.6540114,0.7484777958496757,0.7963535,0.5883707
9,0.6824758000995802,0.865829,0.66987187,0.7488319718319437,0.79624075,0.5848473
10,0.6758318028372267,0.87276924,0.681826,0.7473861562169116,0.7973205,0.57785994
11,0.6690222808848256,0.8799371,0.69593775,0.7458420512468918,0.79913664,0.5860257
12,0.6586672948754352,0.8907267,0.71687084,0.747216478638027,0.7977703,0.5791608
13,0.6533992050782494,0.8961642,0.72825015,0.7480624201505081,0.79688495,0.5768602
14,0.6494798517745474,0.90028554,0.73730093,0.7480510136355525,0.7968282,0.57637274
15,0.6457234961183175,0.90412736,0.7458365,0.7499689032202181,0.7948452,0.57820994
16,0.6420032349617585,0.90796465,0.75432354,0.7485715669134388,0.7965662,0.593179
17,0.6384877517171528,0.91156965,0.7623072,0.7522154204223467,0.7925684,0.5659206
18,0.6351001424633939,0.91504174,0.7698243,0.7519476374854213,0.79296976,0.5890049
19,0.6321836347165315,0.9180803,0.7773541,0.7515371739864349,0.79346764,0.57393557
